1,export_customer_principal_code,2022-07-07201923
1,2,GCIVS1
1,3,PFCVS1
1,4,EPIVS1
1,5,DOLEVS1
1,6,ALVS1
1,7,CIFPIVS1
1,8,PPMCVS1
3,2,GCI3
3,3,PFC3
3,4,EPI3
3,5,DOLE3
3,6,ALASKA3
3,7,CIFPI3
3,8,PPMC3
5,2,GCI0005
5,3,PFC0005
5,4,EPI0005
5,5,DOLE0005
5,6,ALASKA0005
5,7,CIFPI0005
5,8,PPMC0005
16,2,GCI_16
16,3,PFC_16
16,4,EPI_16
16,5,DOLE_16
16,6,ALASKA_16
16,7,CIFPI_16
16,8,PPMC_16
16,10,SUNPRIDE_FOODS_16
